docDOI,docSection,docAuthor,docTitle,docAcceptDate,docPaymentDate,docPublishDate,docPrintIssue,docPrintNotes,docNumPagesPrint,docEditor,docCoordinator,docProofReader,docSE1,docSE2,docEnteredDate,docCopyEditBeginDate,docCopyEditCompleteDate,docSendSEDate,docReturnSEDate,docSendAuthorDate,docReturnAuthorDate,docFinalizeDate,docOpenAccess,docTranslation,docAdConflicts,docCollectionCode1
170074,Research,ElSherif,Assessing the safety and immunogenicity of recombinant vesicular stomatitis virus Ebola vaccine in healthy adults: a randomized clinical trial,08-May-17,02-Jun-17,19-Jun-17,May 2018,170074-syn - to SE1 April 4. Published ahead of linked commentary 170704 -- bring together in print170074-syn - to SE1 April 4. Published ahead of linked commentary 170704 -- bring together in print170074-syn - to SE1 April 4. Published ahead of linked commentary 170704 -- bring together in print170074-syn - to SE1 April 4. Published ahead of linked commentary 170704 -- bring together in print,,Vicky,Olivier,,KP,DK,11-May-17,11-May-17,17-May-17,17-May-17,19-May-17,23-May-17,26-May-17,5-Jun-17,TRUE,TRUE,"vaccines, public health","154, 433"
160792,Research,Laforce,Validation and diagnostic accuracy of predictive curves for age-associated longitudinal cognitive decline in older adults,30-Jun-17,01-Jul-17,4-Dec-17,February 2018,Linked Commentary Synopsis to SE Jan. 12; to FT Jan. 18; to SE2(DK) Jan. 19; to PR Jan. 19; to Production Jan. 19; F'd Jan. 19,9,Lea,Erin D,Erin,MBS,KP,20-Jul-17,30-Oct-17,6-Nov-17,6-Nov-17,14-Nov-17,15-Nov-17,20-Nov-17,21-Nov-17,TRUE,TRUE,"Cognitive impairment, Alzheimer disease, Dementia, geriatric medicine, neurology, screening and diagnostic tests","105, 313, 35, 155, 271, 539"
161437,Research,Daneman,"Influences on the start, selection and duration of treatment with antibiotics in long-term care facilities",31-Jan-17,01-Feb-17,26-Jun-17,July 2017,,10,Lea,Erin D,Erin,KP,DK,6-Feb-17,1-May-17,17-May-17,29-May-17,31-May-17,31-May-17,2-Jun-17,5-Jun-17,TRUE,TRUE,"antibiotics, long-term care, senior care, physician prescribing patterns","154, 271, 199, 383, 163"
180057,Humanities,Asen,Secrets in fingerprints: clinical ambitions and uncertainties in the history of dermatoglyphics,16-Feb-18,43194,14-May-18,,To Duty Edit for pull quote Apr. 27,3,Lea,Erin D,,KP,,28-Feb-18,18-Apr-18,18-Apr-18,18-Apr-18,23-Apr-18,23-Apr-18,24-Apr-18,30-Apr-18,TRUE,FALSE,"Down syndrome, fingerprints, dermatoglyphics, anthropology, forensic medicine, history of medicine","527, 474, 119, 488, 25"
170846,Analysis,Brunham,"The Genome, Microbiome and Evolutionary Medicine",31-Oct-17,,12-Feb-18,May 2018,Should go in print if possible.,5,Lea,Erin D,Erin D,KP,,3-Nov-17,19-Dec-17,20-Dec-17,20-Dec-17,4-Jan-18,5-Jan-18,8-Jan-18,15-Jan-18,FALSE,FALSE,"Genome, microbiome, genetics, molecular medicine, evolutionary medicine, infectious diseases, knowledge translation","488, 180, 154, 169"
160864,Humanities,Roy,Action on the social determinants of health through social enterprise,31-Oct-16,,20-Mar-17,May 2017,,2,Lea,Erin D,,BJS,KP,3-Nov-16,9-Feb-17,10-Feb-17,10-Feb-17,1-Mar-17,2-Mar-17,3-Mar-17,6-Mar-17,TRUE,FALSE,"social determinants of health, health policy, social enterprise, mental illness, incarceration","527, 170, 165"
733213,Letter,Lawson,Re: Hot bodies; Cold War: the forgotten history of breast thermography,31-May-17,,10-Jul-17,,"DK: publish, don't print",,Vicky,Erin,,,,,,,,,,,,TRUE,TRUE,,
733199,Letter,Money,"Response to Zipursky, 733203",31-May-17,,10-Jul-17,,KP: Publish and consider for print,,Lea,Olivier,,,,,,,,,,,,TRUE,TRUE,,
733215,Letter,Fischer,"Cannabis Use, Legalization and Youth Health - a Response to Kelsall",31-May-17,,24-Jul-17,September 2017,KP: Publish and consider for print,,Lea,Erin,,,,,,,,,,,,TRUE,TRUE,,
733203,Letter,Zipursky,"Letter in response to ""Use of antibiotics during pregnancy and risk of spontaneous abortion",31-May-17,,8-Aug-17,September 2017,"KP: publish, don't print",,Lea,Erin,,,,,,,,,,,,TRUE,TRUE,,
733208,Letter,Furlan,"Response to Oetter, 733125",31-May-17,,18-Sep-17,,,,Lea,Olivier,,,,,,,,,,,,TRUE,TRUE,,
733191,Letter,Bergman,Re:Cannabis prohibition harms Canada's youth,31-May-17,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,
733210,Letter,Piver,Marijuana: Pattern of Use Qualifier is lacking,31-May-17,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,
733015,Letter,Montague,"Response to Brodovsky, 732997",31-Mar-17,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,
161489,Commentary,Oyston,A fresh approach to tobacco control: raising the minimum legal age for access,31-Jan-17,,27-Feb-17,March 2017,,2,Lea,Olivier,,KP,,2-Feb-17,6-Feb-17,6-Feb-17,6-Feb-17,6-Feb-17,6-Feb-17,7-Feb-17,8-Feb-17,FALSE,FALSE,"tobacco, smoking, adolescents, young adults, health policy, public health","144, 170, 165, 225"
171010,Commentary,Ward,The scandal of early death among people with schizophrenia,31-Aug-17,,18-Sep-17,October 2017,,2,Vicky,Mel,Lea,KP,,31-Aug-17,1-Sep-17,1-Sep-17,1-Sep-17,1-Sep-17,1-Sep-17,5-Sep-17,5-Sep-17,FALSE,FALSE,"Schizophrenia,  mental illness, antipsychotics, cardiovascular or circulatory disease, obesity, smoking, smoking cessation ","208, 161, 144, 334, 402, 33"
170448,Practice,Rosenberg,Take-home naloxone,31-Aug-17,,18-Sep-17,October 2017,,1,Vicky,Olivier,Olivier,DK,,,9-Aug-17,9-Aug-17,9-Aug-17,12-Aug-17,14-Aug-17,15-Aug-17,17-Aug-17,TRUE,TRUE,"Opioids, prescription pain killers, drug abuse, naloxone, emergency medicine","514, 530, 4, 185, 383, 2, 7"
733419,Letter,Denny,Diagnostic coding of routinely collected data,31-Aug-17,,27-Nov-17,,DK: post and publish,,Vicky,Olivier,Erin,,,,25-Oct-17,31-Oct-17,31-Oct-17,31-Oct-17,2-Nov-17,2-Nov-17,7-Nov-17,TRUE,TRUE,,
170791,Commentary,Wilson,What to do about the Canadian Resident Matching Service,30-Oct-17,,27-Nov-17,,,2,Lea,Olivier,Olivier,KP,,6-Nov-17,6-Nov-17,7-Nov-17,7-Nov-17,7-Nov-17,7-Nov-17,8-Nov-17,8-Nov-17,FALSE,FALSE,"Medical residents, Canadian Resident Matching Service, medical careers","169, 168, 383"
171084,Humanities,Warren,Apraxia,30-Oct-17,,15-Jan-18,,"5 Dec: Department changed from ""Poem"" to ""Encounter"" per instruction from BJS",1,Vicky,Olivier,Olivier,BJS,DK,30-Oct-17,22-Nov-17,23-Nov-17,23-Nov-17,26-Nov-17,27-Nov-17,29-Nov-17,6-Dec-17,FALSE,FALSE,"Alzheimer disease, dementia, poetry","35, 383, 474"
171031,Humanities,Arya,Parentheses,30-Oct-17,,22-Jan-18,,,2,Vicky,Olivier,Olivier,BJS,DK,30-Oct-17,5-Dec-17,7-Dec-17,7-Dec-17,11-Dec-17,11-Dec-17,13-Dec-17,19-Dec-17,FALSE,FALSE,"Physicians, family practice, day to day","526, 383, 474, 168"
733569,Letter,Sharma,Peripartum suicide: additional considerations,30-Oct-17,,15-Jan-18,February 2018,KP: Post all; consider highlighted portions for publication and print,1,Lea,Erin,Olivier,KP,,,5-Dec-17,5-Dec-17,5-Dec-17,5-Dec-17,6-Dec-17,8-Dec-17,12-Dec-17,TRUE,TRUE,,
171059,Practice,Sanders,Retained intrauterine devices in pregnancy,30-Nov-17,,9-Apr-18,,,1,Vicky,Olivier,Olivier,DK,,13-Dec-17,26-Feb-18,27-Feb-18,27-Feb-18,5-Mar-18,7-Mar-18,9-Mar-18,14-Mar-18,FALSE,FALSE,"Pregnancy, contraception, IUDs, medical devices, obstetrics, gynecology","514, 415, 202, 159, 273, 533"
68670,Letter,Donnelly,RE: A call for clarity and quality in medical writing,30-Nov-17,,5-Mar-18,,DK: Post and Publish only,,Vicky,Erin D,Olivier,KP,,12-Dec-17,9-Feb-18,12-Feb-18,12-Feb-18,13-Feb-18,,,14-Feb-18,TRUE,TRUE,,
68673,Letter,Diekmeyer,RE: What to do about the Canadian Resident Matching Service,30-Nov-17,,,,,,,NA,,,,,,,,,,,,TRUE,TRUE,,
68674,Letter,Ganesh,"Point-of-care clinical decision tools, paired with Ba ian thinking, can help us choose wisely",30-Nov-17,,,,"DK: Post only. It’s a thoughtful letter, but fundamentally a bit of an advertisement!  So, no publication.",,,NA,,,,,,,,,,,,TRUE,TRUE,,
733013,Letter,Jerome,Increased rate of early smoking in children and adolescents with ADHD,30-Mar-17,,29-May-17,July 2017,DK: Publish and consider for print,,Lea,Olivier,,,,,,,,,,,,TRUE,TRUE,,
733011,Letter,Wong,Mercury poisoning in the Grassy Narrows First Nation: history not completed,30-Mar-17,,5-Jun-17,July 2017,DK: post and publish,,Lea,Erin,,,,,,,,,,,,TRUE,TRUE,,
170107,Analysis,McAlister,Finding the right balance between precision medicine and personalized care,30-Jun-17,,21-Aug-17,November 2017,,3,Lea,Erin D,Olivier,KP,,19-Jul-17,21-Jul-17,24-Jul-17,24-Jul-17,25-Jul-17,25-Jul-17,26-Jul-17,26-Jul-17,FALSE,FALSE,"personalized medicine, precision medicine, clinical assessment, evidence-based medicine","488, 165, 180, 383"
170443,Practice,Lanktree,Autosomal dominant polycystic kidney disease,30-Jun-17,,13-Nov-17,,translated for Santé Inc.,1,Vicky,Erin D,Erin D,DK,,1-Aug-17,26-Sep-17,27-Sep-17,27-Sep-17,29-Sep-17,6-Oct-17,11-Oct-17,17-Oct-17,FALSE,FALSE,"Kidney disease, nephrology","514, 44, 488"
733300,Letter,Kelly,"Re: ""Deep vein thrombosis in a transgender woman",30-Jun-17,,14-Aug-17,,"KP: Post, publish and print",,Lea,Olivier,,,,,,,,,,,,TRUE,TRUE,,
733297,Letter,Coyne,Natural Health Products editorial,30-Jun-17,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,
68863,Letter,Jordan,Gonococcaemia in an immune-suppressed patient,30-Dec-17,,,,"DK: Post only UNLESS authors reply in fulsome way, in which case consider for publication",,,NA,,,,,,,,,,,,TRUE,TRUE,,
170744,Humanities,Berkhout,Hearing between Wor(l)ds: Rhetorical Space and Disrupting Narratives in Medicine,30-Aug-17,,4-Dec-17,,,3,Vicky,Olivier,Olivier,DK,,5-Sep-17,18-Oct-17,24-Oct-17,24-Oct-17,30-Oct-17,3-Nov-17,3-Nov-17,8-Nov-17,FALSE,FALSE,"Mental health, vulnerable populations, refugee, sexual orientation, trauma","538, 527, 161"
170844,Practice,Litvinov,Dermal leishmaniasis in a 25-year-old Syrian refugee,30-Aug-17,,13-Nov-17,,,1,Vicky,Erin D,Erin,,,11-Sep-17,17-Oct-17,19-Oct-17,19-Oct-17,20-Oct-17,20-Oct-17,23-Oct-17,24-Oct-17,FALSE,FALSE,"Refugees, Syria, government of Canada, dermatology","504, 22, 511, 213"
180215,Humanities,Brouillette,Même les psychiatres pleurent,30-Apr-18,,30-Jul-18,,,2,,Erin D,,,,4-May-18,,,,,,,,FALSE,FALSE,,
180264,Practice,Chen,IgG4-related disease presenting as unusual perirenal soft tissue infiltration,30-Apr-18,,3-Jul-18,,,1,,Olivier,,,,30-Apr-18,,,,,,,,TRUE,TRUE,,
170379,Analysis,Riediger,Sugar-sweetened beverages as the new tobacco: examining a proposed tax policy through a Canadian social justice lens,29-Sep-17,,19-Mar-18,April 2018,For vulnerable pop launch. Should go in print if possible.,4,Vicky,Olivier,Olivier,KP,,4-Oct-17,1-Dec-17,6-Dec-17,6-Dec-17,10-Dec-17,15-Dec-17,22-Dec-18,9-Jan-18,FALSE,FALSE,"Sweetened beverages, obesity, tax, Canadian government, Indigenous people, First Nations, vulnerable populations","370, 456, 170, 334, 33, 10,  538"
170398,Practice,Shafran,Treatment of venous thromboembolism in a 22-year-old woman taking an oral contraceptive pill,29-Sep-17,,27-Nov-17,December 2017,,2,Vicky,Olivier,Erin,DK,,3-Oct-17,3-Nov-17,6-Nov-17,6-Nov-17,6-Nov-17,7-Nov-17,7-Nov-17,9-Nov-17,FALSE,FALSE,"obstetrics, gynecology, pregnancy, thromboembolism, contraception","516, 19, 159, 415"
171285,Humanities,Booth,"What really matters at the end: perspectives from a patient, a family member and an oncologist",29-Nov-17,,16-Apr-18,,,2,Lea,Olivier,Erin D,DK,NA,21-Feb-18,9-Mar-18,9-Mar-18,9-Mar-18,14-Mar-18,14-Mar-18,27-Mar-18,29-Mar-18,FALSE,FALSE,"Cancer, oncology, patients, physicians, family, end-of-life care and decisions","526, 474, 207, 357, 109"
161251,Humanities,Hebert,In good hands,29-Nov-16,,24-Apr-17,,,2,Lea,Olivier,Olivier,BJS,KP,5-Dec-16,17-Feb-17,21-Feb-17,22-Feb-17,23-Feb-17,24-Feb-17,24-Feb-17,27-Feb-17,FALSE,FALSE,End-of-life care and decisions,"526, 524, 474, 109"
160905,Humanities,Healey,More than meets the eye: deafness and in/visible disabilities,29-Nov-16,,3-Apr-17,,,2,Lea,Erin D,,BJS,KP,17-Jan-17,17-Feb-17,17-Feb-17,17-Feb-17,23-Feb-17,27-Feb-17,27-Feb-17,3-Mar-17,FALSE,FALSE,"blindness, deafness, WWI, otolaryngology, history of medicine, rehabilitation","527, 474, 119, 97, 209"
160833,Humanities,Fraser,Hot bodies; Cold War: the forgotten history of breast thermography,29-Nov-16,,18-Apr-17,,,3,Lea,Olivier,Erin,BJS,KP,14-Dec-16,17-Feb-17,17-Feb-17,17-Feb-17,23-Feb-17,27-Feb-17,7-Mar-17,16-Mar-17,FALSE,FALSE,"breast cancer, thermography, infrared technology","527, 207, 474, 119, 159, 170"
170372,Commentary,Rawson,Importation of drugs into the United States from Canada,29-May-17,,19-Jun-17,September 2017,,2,Lea,Erin D,Erin,KP,,29-May-17,30-May-17,30-May-17,30-May-17,31-May-17,31-May-17,1-Jun-17,5-Jun-17,FALSE,FALSE,"drugs and their regulation, Affordable and Safe Prescription Drug Importation Act, health policy, health economics, Canadian drug supply","186, 165"
733187,Letter,Elrod ,Cannabis prohibition harms Canada's youth,29-May-17,,24-Jul-17,,"KP: Post, publish, print",,Vicky,Olivier,,,,,,,,,,,,TRUE,TRUE,,
69582,Letter,Eberhard,Re: Unmatched medical students,29-Mar-18,,,,Post only,1,,NA,,,,,,,,,,,,TRUE,TRUE,,
69581,Letter,Hammond,Setting the record straight on taxation and disparities in smoking,29-Mar-18,,, ,"Post, publish and consider for print",1,,Erin,,,,3-Apr-18,,,,,,,,TRUE,TRUE,,
170274,Commentary,Cadieux,Towards ending hepatitis C virus infection: What are the next steps?,29-Mar-17,,24-Apr-17,May 2017,,2,Lea,Erin D,Olivier,KP,,30-Mar-17,30-Mar-17,30-Mar-17,30-Mar-17,3-Apr-17,3-Apr-17,4-Apr-17,,FALSE,FALSE,"hepatitis C virus infection, health policy, liver, public health","28, 154, 383, 170, 165"
170352,Coda,Kidd,Grace in impossible places,29-Mar-17,,24-Apr-17,May 2017,,1,Kate B,Erin D,Olivier,DK,NA,,4-Apr-17,4-Apr-17,4-Apr-17,4-Apr-17,4-Apr-17,6-Apr-17,11-Apr-17,TRUE,FALSE,,474
733293,Letter,Laidlaw,Natural health products are subjected to rigorous process prior to market,29-Jun-17,,10-Oct-17,,DK: post and publish  ,,Vicky,Olivier,,,,,,,,,,,,TRUE,TRUE,,
733288,Letter,Cox,$1125 for CMA MAiD course. Really!,29-Jun-17,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,
69075,Letter,Shaver,RE: [needs title],29-Jan-18,,,,DK: post only,,,NA,,,,,,,,,,,,TRUE,TRUE,,
732681,Letter,Lardner,After hours surgery and mortality. The potential role …,29-Dec-16,,6-Feb-17,April 2017,Post and consider for print,,Erin,Olivier,,,,,,,,,,,,TRUE,TRUE,,
732652,Letter,Cuddy,"Euthanasia , Do we follow what others have chosen?",29-Dec-16,,,,Post only,,,,,,,,,,,,,,,TRUE,TRUE,,
170868,Practice,Lother,Tick paralysis,29-Aug-17,,30-Oct-17,,To Prod. Sept. 29 to change Fig. 1 image layout,1,Lea,Olivier,Erin D,DK,,6-Sep-17,18-Sep-17,19-Sep-17,19-Sep-17,25-Sep-17,29-Sep-17,2-Oct-17,3-Oct-17,FALSE,FALSE,"Ticks, neurology, emergency medicine, infectious disease","504, 154, 155, 2"
170819,Practice,Wernham,Antisynthetase Syndrome: Mechanic’s Hands and Hiker’s Feet,29-Aug-17,,6-Nov-17,,,1,Jennifer,Erin D,,,,8-Sep-17,4-Oct-17,10-Oct-17,13-Oct-17,14-Oct-17,17-Oct-17,19-Oct-17,24-Oct-17,FALSE,FALSE,,"22, 158, 504"
170721,Humanities,Tembeck,From Queen Victoria to Sausage Pants: Art in the Superhospital,29-Aug-17,,8-Jan-18,June 2018,,3,Lea,Erin D,Olivier,,,8-Sep-17,24-Nov-17,28-Nov-17,28-Nov-17,30-Nov-17,1-Dec-17,1-Dec-17,4-Dec-17,FALSE,FALSE,"Royal Victoria Hospital, the Glen, artworks, Queen Victoria, art in hospitals","527, 474"
733412,Letter,Dorian,Federal leadership needed to realize national dataset for cardiovascular care,29-Aug-17,,16-Oct-17,,DK decided not for print,,Lea,Olivier,,,,,,,,,,,,TRUE,TRUE,,
733416,Letter,Nakajima,The timing of ingestion may influence the effect of non-nutritive sweeteners on cardiometabolic health: a potentially overlooked factor,29-Aug-17,,20-Nov-17,,"KP: post, publish, don't print",1,Lea,Olivier,Erin,DK,,,24-Oct-17,24-Oct-17,24-Oct-17,25-Oct-17,27-Oct-17,30-Oct-17,3-Nov-17,TRUE,TRUE,,
733408,Letter,Craig,Comfort for the Dying,29-Aug-17,,,,KP: post,,,,,,,,,,,,,,,TRUE,TRUE,,
170738,Analysis,Bartram,Making the most of the federal investment of $5 billion for mental health,28-Sep-17,,6-Nov-17,December 2017,,4,Lea,Erin D,Erin,KP,,3-Oct-17,16-Oct-17,17-Oct-17,17-Oct-17,18-Oct-17,18-Oct-17,23-Oct-17,23-Oct-17,FALSE,FALSE,"Mental health care services and coverage, Canadian government, funding","539, 456, 465, 165, 113"
170783,Practice,Laureano,Severe coagulopathy after a massasauga rattlesnake bite,28-Sep-17,,20-Feb-18,,,4,Vicky,Olivier,Olivier,DK,,5-Oct-17,19-Jan-18,22-Jan-18,22-Jan-18,2-Feb-18,2-Feb-18,4-Feb-18,5-Feb-18,FALSE,FALSE,"Snakebites, emergency medicine, toxicology, sepsis","518, 398, 2, 76, 185, 537"
733471,Letter,Thille,"Response to Miner, 733433",28-Sep-17,,,,"DK: Since this is an author response, should be published online in the same issue as the original letter. *Note this responds to Milner letter - post only for inaccuracies. DK revised decision = Then, best to post only.",,,,,,,,,,,,,,,TRUE,TRUE,,
161134,Practice,Ho,Atypical pneumonia due to human bocavirus in a renal transplant patient,28-Oct-16,,15-May-17,,,3,Sarah,Erin D,Olivier,DK,NA,31-Oct-16,10-Nov-16,15-Nov-16,15-Nov-16,21-Nov-16,22-Nov-16,24-Nov-16,29-Nov-16,FALSE,FALSE,"transplantation, stem bells, bone marrow, kidney, diabetes, mycophenolate mofetil, tacrolimus, prednisone, azithromycin, lamivudine, hepatitis B, isoniazid, tuberculosis, hypertension, hypercholesterolemia, gout, oseltamivir, ceftriaxone","99, 154, 157, 518"
732478,Letter,Ross ,Incentive funding in BC is a key factor for physicians to remain in family medicine,28-Oct-16,,28-Oct-16,,Erin: Let's not publish any of the BD family medicine discourse in print. The letters are too long; there are too many; and likely only of interest to BC physicians and government. DK,,Lea,Olivier,,,,,,,,,,,,TRUE,TRUE,,
171060,Commentary,Tyndall,An emergency response to the opioid overdose crisis in Canada: a regulated opioid distribution program,28-Nov-17,,15-Jan-18,February 2018,DK asked for changes at pre-dummy; 19 Dec: to AU to ask for ref; rec'd Dec. 19 and revised.,2,Vicky,Mel,Lea,KP,,1-Dec-17,4-Dec-17,4-Dec-17,4-Dec-17,5-Dec-17,5-Dec-17,5-Dec-17,8-Dec-17,FALSE,FALSE,"Opioids, pharmaceuticals, pain, addiction, public health","7, 456, 530, 170, 538, 539, 10"
171292,Practice,Weiss,Proctocolitis due to lymphogranuloma venereum,28-Nov-17,,19-Mar-18,,,3,Sarah,Olivier,Olivier,DK,,30-Nov-17,4-Feb-18,4-Feb-18,4-Feb-18,7-Feb-18,11-Feb-18,12-Feb-18,26-Feb-18,FALSE,FALSE,"Antibiotics, sexually transmitted diseases, chlamydia, inflammatory bowel disease, HIV","518, 154, 170, 538, 153, 523, 32"
171204,Humanities,Casper,How the 1950s changed our understanding of traumatic encephalopathy and its sequelae,28-Nov-17,,5-Feb-18,,Open access (authors invoiced Dec 21),2,Vicky,Olivier,Olivier,DK,,29-Nov-17,8-Jan-18,9-Jan-18,9-Jan-18,16-Jan-18,16-Jan-18,16-Jan-18,19-Jan-18,TRUE,FALSE,"Boxing, sports injuries, concussion, head trauma, head injuries, mental health","527, 119, 474, 155, 55, 539 "
68649,Letter,Andrew,RE: physician suicide prevention,28-Nov-17,,,,DK: Suggest posting the following after confirming with author,,,NA,,,,,,,,,,,,TRUE,TRUE,,
68666,Letter,Mammucari,RE: GP or no GP in the LBP management guidelines?,28-Nov-17,,,,DK: Post only. The author is clearly trying to get citations for his papers and has added nothing new to the discussion.,,,NA,,,,,,,,,,,,TRUE,TRUE,,
732527,Letter,Rabi/Padwal,"Response to Allen, 732448",28-Nov-16,,6-Feb-17,March 2017,,,Erin,Mel,,,,,,,,,,,,TRUE,TRUE,,
69570,Letter,Jayawardena,RE: An effective referral is still a referral,28-Mar-18,,11-Jun-18,,KP: Post and Publish only,1,Lea,Erin,Erin,KP,,29-Mar-18,14-May-18,14-May-18,14-May-18,14-May-18,17-May-18,17-May-18,17-May-18,TRUE,TRUE,,
733005,Letter,McGuffin,Questions on Analysis,28-Mar-17,,29-May-17,,No longer consider for print- DK,,Lea,Erin,,,,,,,,,,,,TRUE,TRUE,,
69069,Letter,Willison,"RE: Mamdani and Laupacis &quot;La""igital and analytical foundations for Canada's future health system""",28-Jan-18,,16-Apr-18,May 2018,"DK: Post, Publish and consider for Print",1,Kate,Erin D,Erin,KP,NA,,21-Mar-18,21-Mar-18,21-Mar-18,21-Mar-18,,,21-Mar-18,TRUE,TRUE,,
161346,Commentary,Storek,Autologous hematopoietic cell transplantation for systemic sclerosis – a challenge for the Canadian health care system,28-Feb-17,,1-May-17,,,2,Lea,Olivier,Olivier,KP,,6-Mar-17,27-Mar-17,27-Mar-17,27-Mar-17,30-Mar-17,31-Mar-17,3-Apr-17,6-Apr-17,FALSE,FALSE,"systemic sclerosis, scleroderma, stem cell transplants, hematology, rheumatology","76, 99, 158, 22, 165, 113"
