docDOI,docSection,docDepartment,docAuthor,docTitle,docFocusArea,docAcceptDate,docPaymentDate,docInvoiceNum,docOnlineIssue,docPrintIssue,docNotes,docMultiMedia1,docRelatedMaterial,docNumPages,docEditor,docCoordinator,docProofReader,docSE1,docSE2,docOutstandingMaterial,docEnteredDate,docCopyEditBeginDate,docCopyeditCompleteDate,docSendSEDate,docReturnSEDate,docSendAuthorDate,docReturnAuthorDate,docSendFineTune,docReturnFineTune,docSendProofRead,docReturnProofRead,docFinalizeDate,docNumAppendices,docOpenAccess,docShortTitle,docWebBlurb,docTranslation,docAddConflicts,docCollectionCode1,docProfessionalDev,docPodcastEmbargoLink,docPodcastPermLink,docPodcastEmbedCode,docVideoEmbedCode,docVideoLink,docURL,docHashTags,docSocialSummary,"Accept to payment, d2","Payment to rough layout, d","Payment to copyedit, d","Payment to publication, d","Accept to rough layout, d","Rough layout to copyedit, d","Copyedit, d",SE12,"Proof with author, d","Author alterations, d","Fine-tune, d","Proofreading, d","Accept to publication, d","Accept to print, d",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160356,Analysis,Analysis,Fischer,How Canada’s authorities failed to institute effective policy to reduce prescription opioid harms ,,16-Aug-16,,,,December 2016,must be F'ed for Nov 3 print,,"Links directly to 160554-com. Same topic,   160290-rev , 161023-com for print",5,Lea,Erin D,,KP,,None,16-Aug-16,5-Oct-16,25-Oct-16,25-Oct-16,25-Oct-16,25-Oct-16,26-Oct-16,26-Oct-16,27-Oct-16,,,,0,No,Canadian policy on opioid prescribing,What would effective Canadian policy on tackling opioid overprescribing look like?,No,"pain, buprenorphine/naloxone, opioids, CDC, addiction medicine ","4, 7, 165, 170, 186, 383, 530",Yes,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.160356,,,,,,,0,50,20,0,1,0,1,,,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171538,Analysis,Analysis,Marjerrison,Improving Indigenous Health Research in Canada,,13-Apr-18,,,22-May-18,,Note from KP: she's asking DK if this can be open access for at least the 1st week,Podcast,,5,Kate,Olivier,Erin,KP,NA,none,13-Apr-18,20-Apr-18,24-Apr-18,25-Apr-18,25-Apr-18,25-Apr-18,1-May-18,2-May-18,3-May-18,3-May-18,3-May-18,3-May-18,0,Yes *open for one week,Improving research among Indigenous people,"Canada’s health researchers must learn allyship, and recognize and incorporate Indigenous methods.",No,"Indigenous health research, research involving humans, ethics, vaccine trials, Aboriginal health, sexually transmitted infections, fetal alcohol spectrum disorder, poverty-related illness","171, 370, 467",,https://soundcloud.com/cmajpodcasts/171538-ana/s-aylAk,https://soundcloud.com/cmajpodcasts/171538-ana,"<iframe width=""100%"" height=""166"" scrolling=""no"" frameborder=""no"" allow=""autoplay"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/435464541%3Fsecret_token%3Ds-aylAk&color=%23ff5500&auto_play=false&hide_related=false&show_comments=true&show_user=true&show_reposts=false&show_teaser=true""></iframe>",,,www.cmaj.ca/lookup/doi/10.1503/cmaj.171538,Twitter handles to be associated with this article (in order of preference): @staceymarj @MacHealthSci  @McMasterSocSci  @MACIndigenous  @HEI_mcmaster @McMasteResearch  @McMasterU  @HamHealthSci  ,"This introductory analysis reviews the history of Indigenous health research in Canada, and outlines critical considerations for moving forward, including: ethical guidelines, Indigenous research methods and methodologies, strength-based approaches and research allyship with Indigenous partners.",,,,,0,7,4,0,6,1,1,0,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160752,Commentary,Commentary,Toews,Evaluating the “family veto” of consent for organ donation ,,19-Sep-16,,,6-Dec-16,,epaginated,,,2,Kate S,Olivier,ON,KP,NA,,20-Sep-16,17-Oct-16,17-Oct-16,17-Oct-16,18-Oct-16,18-Oct-16,21-Oct-16,21-Oct-16,21-Oct-16,,,24-Oct-16,2,No,“Family veto” for organ donation,Families have no legal authority to withhold consent for organ donation if the deceased consented.,No,"organ donation, transplantation","25, 99, 165",No,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.160752," @CaulfieldTim
@MaeghanToews
#organdonation
#familyveto
#giftoflife
#transplantation 
",,,,,,1,27,0,1,3,0,0,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161093,Commentary,Commentary,Sharma,Enhancing implementation research within Canada’s investments in the health of women and children globally,,21-Dec-16,,,6-Mar-17,,,,,2,Lea,Olivier,,KP,,none,3-Jan-17,1-Feb-17,1-Feb-17,1-Feb-17,3-Feb-17,3-Feb-17,7-Feb-17,7-Feb-17,7-Feb-17,7-Feb-17,7-Feb-17,,0,No,Canada's global health investments,We should focus on enhancing implementation research within women's and children's health projects,No,"Women's health, childres' health, global health investments","159, 200, 10",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.161093,,,,,,,13,29,0,2,4,0,0,0,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151481,Practice,Case,Chen,Persistent mild increase of human chorionic gonadotropin levels in a 31-year-old woman after spontaneous abortion ,,09-May-16,,,6-Dec-16,February 2017,epaginated,,,5,Kate B,Olivier,,DK,NA,,17-May-16,6-Sep-16,8-Sep-16,8-Sep-16,13-Sep-16,14-Sep-16,19-Sep-16,21-Sep-16,21-Sep-16,,,22-Sep-16,0,,Persistent hCG levels,"Recently identified, quiescent gestational trophoblastic disease is characterized by a small increase in hCG. ",,pregnancy,"207, 64, 518, 415, 159, 399 ",Yes,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.151481,,,,,,,8,112,2,5,5,2,0,,211,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151207,Practice,Case,Boggild,Ciguatera fish poisoning after Caribbean travel,,11-Jan-16,,,9-Jan-17,January 2017,,,,4,Kate S,Erin D,,DK,,,19-Jan-16,22-Apr-16,26-Apr-16,26-Apr-16,29-Apr-16,29-Apr-16,2-May-16,2-May-16,2-May-16,,,3-May-16,1,No,Ciguatera fish poisoning,Sensation of hot–cold temperature reversal to liquids and solid objects is pathognomonic of ciguatera,No,"fish/seafood, travel (e.g., Caribbean), hydroxyzine","151, 153, 155, 170, 213, 324, 518",Yes,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.151207,,,,,,,8,94,4,3,3,0,0,,364,356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150716,Practice,Case,Ragan,Hydroxychloroquine-induced retinopathy in a 57-year-old woman,,20-Jan-16,,,16-Jan-17,March 2017,,,,4,Kate S,Erin D,,DK,—,,27-Jan-16,4-Feb-16,30-May-16,30-May-16,3-Jun-16,6-Jun-16,23-Jun-16,29-Jun-16,5-Jul-16,,,6-Jul-16,1,No,Hydroxychloroquine-induced retinopathy,"Retinal toxicity can occur from long-term hydroxychloroquine use, as seen in this 57-year-old woman",No,"hydroxychloroquine, vision, lupus, autoimmune diseases","328, 490, 518",Yes,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.150716,"  @UCalgaryMed ophthalmology, hydroxychloroquine, plaquenil, retinopathy, maculopathy, bull?s eye maculopathy",,,,,,7,8,116,4,17,6,6,,362,406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151029,Practice,Case,Micieli,A woman with a red eye from a carotid–cavernous sinus fistula,,21-Jan-16,,,23-Jan-17,April 2017,,,,4,Peggy,Olivier,ONH,DK,—,,1-Feb-16,26-May-16,13-Jun-16,13-Jun-16,18-Jun-16,20-Jun-16,20-Jun-16,22-Jun-16,23-Jun-16,,,23-Jun-16,0,No,Carotid-cavernous sinus fistula,Carotid-cavernous sinus fistula should be considered in patients with chronic red eye,No,"red eye, conjunctivitis, eye surgery, eye drops, olopatadine, loteprednol etabonate, intraocular pressure, angiography, microcatheter embolization, liquid embolic agents, embolic coils","518, 490, 151, 194, 94
",Yes,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.151029,,,,,,,11,115,18,5,0,2,1,,368,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151314,Practice,Case,Borici-Mazi,Kounis syndrome and systemic mastocytosis in a 52-year-old man having surgery,,29-Jan-16,,,6-Feb-17,,,,,4,Lea,Olivier,Olivier,DK,,None,8-Feb-16,,15-Jul-16,18-Jul-16,21-Jul-16,22-Jul-16,28-Jul-16,28-Jul-16,28-Jul-16,,,28-Jul-16,0,No,Perioperative Kounis syndrome,Cardiovascular involvement during an anaphylactic event should raise suspicion of Kounis syndrome,No,"Kounis syndrome, systemic mastocytosis, allergy, imunology, casdiovascular medicine, lidocaine, bupivicaine, diphenhydramine","151, 196, 197",Yes,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.151314,#anaphylaxis #Kounissyndrome,,,,,,10,,,3,6,0,0,,374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151043,Practice,Case,Samy,Cardiac syncope in a woman with undiagnosed celiac disease,,09-May-16,,,6-Mar-17,,,,,3,Kate S,Erin D,Olivier,DK,NA,None,10-May-16,21-Oct-16,26-Oct-16,26-Oct-16,17-Nov-16,17-Nov-16,21-Nov-16,22-Nov-16,25-Nov-16,30-Nov-16,30-Nov-16,30-Nov-16,2,,Celiac disease with cardiac disease,Celiac disease can present with cardiac disease without accompanying gastrointestinal symptoms,No,"celiac disease, gluten-free food, heart disease","153, 14, 33, 518",Yes,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.151083,,,,,,,1,164,5,22,4,1,3,0,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151327,Practice,Case,Parmar,Oxalate nephropathy from cashew nut intake,,24-May-16,,,13-Mar-17,,authors told tentative Nov 21 EOR,,NA,3,Lea,Olivier,Sarah,DK,,None,30-May-16,28-Oct-16,31-Oct-16,31-Oct-16,21-Nov-16,24-Nov-16,25-Nov-16,1-Dec-16,1-Dec-16,1-Dec-16,2-Dec-16,5-Dec-16,2,No,Oxalate nephropathyfrom cashews,A 63-year-old woman developed oxalate nephropathy from eating too many cashews.,No,"kidney, oxalate, cashews, nuts, calcium, nephropathy","155, 383, 518, 33",Yes,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.151327," @wittykidney   @tadhospital    @thenosm       #oxalatenephropathy  #meded
",,,,,,6,151,3,21,1,6,0,1,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160023,Practice,Case,Litt,Visceral artery aneurysms: an atypical presentation of large-vessel vasculitis,,11-May-16,,,27-Mar-17,,,,,4,Kate S,Erin D,,DK,NA,none,18-May-16,17-Oct-16,20-Oct-16,20-Oct-16,1-Nov-16,1-Nov-16,9-Nov-16,9-Nov-16,14-Nov-16,,,14-Nov-16,0,No,Visceral artery aneurysms,Unusual cause of nontraumatic hemoperitoneum in this woman: visceral artery aneurysms from vasculitis,No,"corticosteroids, anticoagulants, hypertension, heart disease","151, 194, 91, 101, 518",Yes,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.160023,  @queensu,,,,,,7,152,3,12,8,0,5,,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160408,Practice,Case,Kelly,Deep vein thrombosis in a transgender woman,,18-Jul-16,,,3-Apr-17,,,,,3,Sarah,Erin D,Olivier,DK,NA,none,21-Jul-16,16-Nov-16,22-Nov-16,22-Nov-16,9-Dec-16,9-Dec-16,12-Dec-16,12-Dec-16,12-Dec-16,12-Dec-16,12-Dec-16,12-Dec-16,0,No,DVT in a trangender woman,"Transgender women using estrogen are at increased risk of venous thromboembolism, as in this 44-year-old.",No,"hormone replacement therapy, estrogen, estradiol, progesterone, sex reassignment surgery","518, 273, 159, 152, 151",Yes,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.160408,,,,,,,3,118,6,17,3,0,0,0,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160663,Practice,Case,Majere,Necrotizing Wound Infection by Vibrio Vulnificus,,04-Oct-16,,,10-Apr-17,July 2017,,,,3,Sarah,Olivier,,DK,NA,,13-Oct-16,26-Oct-16,26-Oct-16,26-Oct-16,1-Nov-16,1-Nov-16,3-Nov-16,3-Nov-16,3-Nov-16,,,4-Nov-16,0,No,Wound infection from descaling tilapia,A woman developed a necrotizing wound infection after an injury while descaling a tilapia fish,No,"infection, antibiotics, tetracycline, liver disease, cephalosporin","518, 154",Yes,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.160663," Social Media Keywords: Vibrio, Vulnificus, Tilapia, global warming, aquaculture, soft tissue infection, undercooked seafood, raw oysters",,,,,,9,13,0,6,2,0,0,,188,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161347,Practice,Case,Wiggers,Mumps in a 27-year-old man,,06-Jan-17,,,18-Apr-17,May 2017,,,,3,Lea,Olivier,,DK,,none,23-Jan-17,1-Feb-17,2-Feb-17,2-Feb-17,6-Feb-17,6-Feb-17,10-Feb-17,10-Feb-17,10-Feb-17,13-Feb-17,13-Feb-17,13-Feb-17,0,No,Mumps in a 27-year-old man,"Mumps outbreaks continue to occur in North America, even among highly vaccinated populations",No,"Mumps, MMR vaccine vaccination, infectious disease","518, 154, 433, 2, 383, 170",Yes,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.161347,,,,,,,17,9,1,4,4,0,0,0,102,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161134,Practice,Case,Ho,Atypical pneumonia due to human bocavirus in a renal transplant patient,,28-Oct-16,,,15-May-17,,,,,3,Sarah,Erin D,Olivier,DK,NA,none,31-Oct-16,10-Nov-16,15-Nov-16,15-Nov-16,21-Nov-16,22-Nov-16,24-Nov-16,24-Nov-16,25-Nov-16,29-Nov-16,29-Nov-16,29-Nov-16,0,No,Bocavirus respiratory infection,"Human bocavirus is an uncommon cause of atypical pneumonia, but should be considered in immunosuppression",No,"transplantation, stem bells, bone marrow, kidney, diabetes, mycophenolate mofetil, tacrolimus, prednisone, azithromycin, lamivudine, hepatitis B, isoniazid, tuberculosis, hypertension, hypercholesterolemia, gout, oseltamivir, ceftriaxone","99, 154, 157, 518",Yes,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.161134,,,,,,,3,10,5,6,2,0,1,0,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161386,Practice,Case,Brichacek,Necrotizing fasciitis after scalpel injury sustained during postmortem examination,,06-Feb-17,,,23-May-17,October 2017,,,,3,Lea,Erin D,,DK,,none,8-Feb-17,16-Feb-17,22-Feb-17,22-Feb-17,28-Feb-17,3-Mar-17,9-Mar-17,10-Mar-17,13-Mar-17,14-Mar-17,15-Mar-17,16-Mar-17,0,No,Necrotizing fasciitis,Necrotizing fasciitis developed in a pathologist within hours of a scalpel injury during a postmortem.,No,"necrotizing fasciitis, infectious diseases, plastic surgery, scalpel blade injury","518, 154, 343, 69, 2",Yes,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.161386,#Infection #Autopsy #NecrotizingFasciitis #PlasticSurgery #FreeFlap," Necrotizing fasciitis occurred in a pathologist following scalpel injury during autopsy. Rapidly progressing cutaneous infections should alert us to necrotizing fasciitis. Patients should be reassessed often, expert advice sought early, and imaging should not delay surgical treatment.",,,,,2,8,6,6,6,1,3,1,106,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160455,Practice,Case,Doig,"A fatal case of pneumococcal sepsis years after
splenectomy",,07-Feb-17,,,12-Jun-17,August 2017,,,,3,Vicky,Olivier ,Erin,DK,,,9-Feb-17,8-May-17,11-May-17,11-May-17,14-May-17,15-May-17,24-May-17,24-May-17,24-May-17,24-May-17,25-May-17,25-May-17,0,No,Preventing sepsis after splenectomy,A history of splenectomy in a patient with fever or infection may indicate a life-threatening condition,No,"sepsis, splenectomy, antibiotics, vaccines","154, 323, 518, 21, 76",Yes,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.160455,,,,,,,2,88,3,3,9,0,0,1,125,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170259,Practice,Case,Sawatzky,Type 2 diabetes in a 4-year-old child,,19-May-17,,,4-Jul-17,August 2017,,,,3,Vicky,Erin D,Olivier,DK,,none,23-May-17,26-May-17,1-Jun-17,1-Jun-17,14-Jun-17,14-Jun-17,15-Jun-17,15-Jun-17,16-Jun-17,16-Jun-17,16-Jun-17,16-Jun-17,1,No,Type 2 diabetes in a 4-year-old child,"Type 2 diabetes must be considered in a child with risk factors, despite age and lack of symptoms",No,"diabetes, pediatrics","518, 24, 72, 370",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.170259," @CHRIManitoba, @Wpg_DERCA ","Type 2 diabetes in children is becoming more common around the world. Although it is typically diagnosed in adolescence, an increasing number of children under age 10 years are being diagnosed. In 2016, a child was diagnosed at the age of 4 years at the Diabetes Education Resource for Children and Adolescents in Winnipeg, Manitoba, Canada. This child did not present to medical care due to the classic diabetes symptoms but rather he was tested for diabetes because he had a number of known risk factors for developing type 2 diabetes including being overweight, of a high-risk ethnic background, born to a mother with diabetes and having a family history of diabetes. This child was of Oji-Cree heritage which is a population that may be affected by a change in DNA that lowers the body’s ability to secrete insulin. He was initially managed with lifestyle changes but a decline in his blood sugar control made insulin management necessary. This report shows the importance of testing for diabetes in children before puberty (< 10 years old) even if they are asymptomatic when they have multiple risk factors for diabetes. These children require treatment as without proper care and follow up the loss of blood sugar control happens quickly putting them at risk of early and late complications of diabetes.",,,,,4,3,6,13,1,0,1,0,46,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170190,Practice,Case,Budhram,"Neurosyphilis mimicking autoimmune encephalitis in a 52-year-old man
 ",,26-May-17,,,24-Jul-17,September 2017,selected as possible content for Santé inc,,,3,Vicky,Olivier,Olivier,DK,,none,19-Jun-17,20-Jun-17,28-Jun-17,28-Jun-17,7-Jul-17,7-Jul-17,10-Jul-17,10-Jul-17,10-Jul-17,10-Jul-17,11-Jul-17,11-Jul-17,0,No,Neurosyphilis mimicking autoimmune encephalitis,Syphilis infection is rising in Canada and may present in diverse ways,No,"Sexually transmitted diseases, encephalitis","518, 32, 197, 154, 155",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.170190,,"Neurosyphilis has many diverse clinical manifestations, and may closely mimic autoimmune encephalitis. Clinicians should be aware of this unusual disease presentation to ensure prompt diagnosis and treatment with antimicrobial therapy.",,,,,24,1,8,9,3,0,0,1,59,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170415,Practice,Case,McDonald,Rebound adrenal insufficiency after withdrawal of ritonavir in a 65-year-old man using inhaled budesonide,,18-Jul-17,,,18-Sep-17,December 2017,,,,4,Lea,Erin D,Vicky,DK,,none,19-Jul-17,1-Aug-17,4-Aug-17,4-Aug-17,14-Aug-17,16-Aug-17,28-Aug-17,28-Aug-17,29-Aug-17,29-Aug-17,29-Aug-17,30-Aug-17,0,Yes,Adverse drug events when deprescribing,Adverse drug events can occur when prescribing medications in combination but also when deprescribing.,No,"adverse drug reactions, polypharmacy, pharmacology, toxicology, geriatric medicine","518, 185, 328, 390, 271, 398, 383",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.170415,#deprescribing #polypharmacy #adversedrugevents #reversedruginteractions #RDIs,Many patients suffer from polypharmacy and there is growing interest in stopping unnecessary medications through deprescribing. Deprescribing can reduce unwanted side effects and symptoms but doctors need to be aware of rare events that can take place when medications are stopped abruptly.,,,,,1,13,3,10,12,0,1,0,62,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170683,Practice,Case,Cervi,Testosterone use causing erythrocytosis,,01-Aug-17,,,16-Oct-17,,Revisions to f1 to Prod. Sept. 25. To Prod. Oct. 2 for tracking after PR. Selected as possible content for Santé inc,,,3,Lea,Erin D,Olivier,DK,,none,14-Aug-17,18-Aug-17,29-Aug-17,29-Aug-17,25-Sep-17,25-Sep-17,28-Sep-17,28-Sep-17,29-Sep-17,29-Sep-17,2-Oct-17,2-Oct-17,0,,Testosterone use causing erythrocytosis,"Erythrocytosis is a predictable effect of testosterone therapy, and may cause arterial and venous thrombosis.",,"testosterone therapy, men's health, hematology, endocrinology, hormones","518, 76, 523, 152, 187",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.170683,,,,,,,13,4,11,27,3,0,1,3,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
